Person in charge,Authors,Year,Title,DOI or PMID,Language,"Country (e.g., where RCT was performed)",Included/exclude,Reason for exclusion,Reason for exclusion,Reason for exclusion (description),Data collection,Analysis,Species,Species information,"Count, n","Count, n control group","Count, n died in control group","Count, n excluded in control group","Count, n treatment group","Count, n died in treatment group","Count, n excluded in treatment group",Comment on counts,"Sex (n, ratio, percentage)",Sex,"Sex (%, male)","Age [days, months, years]",Age (mean),Age (SD),Age (min),Age (max),Age (units),Age (comment),"Weight [g, kg , pounds]",Weight (mean),Weight (SD),Weight (min),Weight (max),Weight (unit),Weight (comment),"Injury characteristics (level, severity)",Injury level,Injury severity,Injury mechanism,Injury mechanism (details),Duration of SCI,Drug(s),Drug name harmonized,MP used as main drug?,Dose (absolute dose or mg/kg),"Time (minutes pre-injury, minutes post-injury)",Treatmetn in first 24h?,Duration of treatment,"Timing (e.g., BID, PID)",Route,Route (comment when multiple),"What was assessed? (e.g., neurological,  functional recovery, spasticity, walking function, electrophysiology)",Name/type of asessement,Name of assessment harmonised,Details on assessement,Timing of assessement,Assessment on day 28 (yes/no),Was observer blinded?,Drug effect on functional assessment,Drug effect on functional assessment (details),"What was assessed? (e.g., histological measures, cavitity measures, ect )",Name/type of asessement,Timing of assessement,Was observer blinded?,Drug effect on neuroanatomical assessment,Drug effect on neuroanatomical assessment (details),Drugs given to treat infections/pain ect.,Conclusion of study,Limitations,Remarks/Comments,Combination of drugs tested,Contradictions present in the results
Louis,Xian-Hui et al.,2016,Neuroprotective effects of the Buyang Huanwu decoction on functional recovery in rats following spinal cord injury.,10.1179/2045772314Y.0000000273,English,China,included,,,,,,rats,Wistar,40,10,,,10,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,300g to 350g,,,300,350,g,,contusion injury between T8 and T12,T8 - T12,severe,contusion,10g impactor dropped from 2.5cm,4 weeks,methylprednisolone,methylprednisolone,No,"""high dose"" (no precise dose reported)",2hrs post-injury,Yes,4 weeks,daily,not reported,,functional,BBB locomotor scale,,"four independent examiners, no details on how scores were aggregated; outliers (difference to group mean greater than 2 s.d.) excluded from statistical analysis","pre-injury, post-injury days 1, 7, 14, 21, 28 ",Yes,Yes,positive effect,statistically significant recovery of locomotor function in MP treatment group,histopathology,TUNEL stain,post-injury day 28,Not reported,positive effect,statistically significant reduction in fraction of apoptotic cells in TUNEL stain,,(no conclusion reported w.r.t. methylprednisolone as this only acted as active control),Exclusion of outliers from statistical analysis.,Methylprednisolone only provided positive/active control.,No,
Louis,Kong et al.,2017,Neuroprotective Effects of Valproic Acid in a Rat Model of Cauda Equina Injury,10.1016/j.wneu.2017.08.150,English,China,excluded,Non-sci population,,Cauda equina injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Samantaray et al.,2010,Neuroprotective efficacy of estrogen in experimental spinal cord injury in rats.,10.1111/j.1749-6632.2009.05357.x,English,United States,excluded,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Wu et al.,2010,Evaluation of the sodium-glutamate blocker riluzole in a preclinical model of ervical spinal cord injury.,10.1055/s-0030-1267047,English,"United States, Canada",excluded,Out of scope,No drug of interest,No drug of interest (riluzole),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Qian et al.,2000,High-dose methylprednisolone may do more harm for spinal cord injury,10.1054/mehy.2000.1165,English,United States,excluded,Opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Cordaro et al.,2017,Fumaric Acid Esters Attenuate Secondary Degeneration after Spinal Cord Injury.,10.1089/neu.2016.4678,English,"Italy, United States",excluded,Out of scope,No drug of interest,No drug of interest (monomethyl/dimethyl fumarate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Dong et al.,2020,Novel Approach for Efficient Recovery for Spinal Cord Injury Repair via Biofabricated Nano-Cerium Oxide Loaded PCL With Resveratrol to Improve in Vitro Biocompatibility and Autorecovery Abilities,10.1177/1559325820933518,English,China,excluded,Out of scope,No drug of interest,No drug of interest (nanoparticles loaded w/ resveratrol); in-vitro results only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Kuypers et al.,2013,Functional consequences of ethidium bromide demyelination of the mouse ventral spinal cord,10.1016/j.expneurol.2013.02.014,English,United States,excluded,Out of scope,No drug of interest,No drug of interest (ethidium bromide)/assessment of ethidium bromide induced demyelination as an injury model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Sahin et al.,2011,"The effects of medroxy progesterone acetate on the pro-inflammatory cytokines, TNF-alpha and IL-1beta in the early phase of the spinal cord injury",10.1179/016164110X12807570510095,English,Turkey,excluded,Out of scope,No assessments of interest,no functional/neurological assessment,,,rats,Wistar,48,24,,,12,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,170g to 361g,,,170,361,g,,compression injury between T10 and T12,T10 - T12,Not reported,compression,aneurysm clip (1.37N to 1.72N closing pressure) applied for 1 minute,6 hours,medroxy progesterone acetate,medroxyprogesterone acetate,,8mg/kg,30min post-injury,,1 dose,,intraperitoneally,,,,,,,,,,,immunohistochemistry,"ELISA w/ Ab for TNF-alpha, IL-1beta","1hr,  6hrs post-injury",Not reported,mixed effects,"statistically significant reduction in IL1-beta at 1hr but not 6hrs;
statistically significant reduction in TNF-alpha at 6hrs but not 1hr",,medroxy progresterone acetate significantly reduces TNF-alpha levels (known pro-inflammatory cytokine involved in secondary injury),,,No,
Louis,Kouhzaei et al.,2013,Protective effect of low molecular weight polyethylene glycol on the repair of experimentally damaged neural membranes in rat's spinal cord,10.1179/1743132812Y.0000000133,English,Iran,included,,,,,,rats,Wistar,>= 31,Not reported,,,31,,,,all male,male,100,adult (no precise age reported),,,,,,Adult,250g to 300g,,,250,300,g,,compression injury at T11,T11,Not reported,compression,titanium clip (1.16N closing force) applied for 15sec,Not reported,polyethylene glycole,polyethylene glycol,,"200 Da, 400 Da, 600 Da, 1000 Da, 2000 Da",immediately post-injury,,5 minutes,,intrathecally,"solution aspirated after five minutes, site of injury washed w/ Krebs' solution,
applied to injury directly and suspicion of damage to the dura",electrophysiology,spinal cord evoked potential recording,,"electrodes positioned at T1/2 and L1/2, reference electrode on paravertebral muscle;
amplituted of first negative peak w/ maximum stability (based on reference recordings in control group) assessed","5min, 10min, 15min, 20min, 25min post-injury",,Not reported,mixed effects (dosage),"re-establishment of ""normal"" negative peak characteristics mostly for lower molecular weights (<1000Da);
statistically significant recovery of amplitude for PEGs w/ 200Da and 400Da molecular weight",(only assessed in vitro),,,,,,,"in vivo results show that intial phase of recovery is more pronounced in PEG w/ larger molecular weights but at cost of plateau being reached earlier and at a lower level of recovery;
size of PEG affects total recovery achieved",,,No,
Louis,Oudega et al.,1999,Long-term effects of methylprednisolone following transection of adult rat spinal cord,10.1046/j.1460-9568.1999.00666.x,English,United States,excluded,Out of scope,No assessments of interest,no functional/neurological assessment,,,rats,Fischer,146,Not reported,,,Not reported,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,160g to 180g,,,160,180,g,,complete transection at T8,T8,complete,transection,,8 weeks,methylprednisolone sodium succinate,methylprednisolone sodium succinate,,30mg/kg,"5min, 2h, 4h post-injury",,3 doses,,intravenously,,,,,,,,,,,"histopathology;
immunohistochemistry","histopathology: neuronal tracing using biotinylated dextran amine (BDA) injected two weeks before animals were killed and distance of axons nearest to lesion site determined as well as total number of labelled fibers, stainining with cresyl violet and computerised image analysis to determine cavitation;
immunohistochemistry: primary Ab for neurofilaments (NF, recognising axons), GAP-43 (recognising neurons), ED1 (recognising microglia, macrophages) - ED1 positive cells counted in every 10th segment for estimate of total number","weeks 1,  2, 4 and 8 post-injury",Not reported,positive effect,"statistically significant reduction in ED1-positive cells in treatment group at all timepoints;
statistically significant reduction in tissue loss close to lesion (0 to 1mm) in treatment group at weeks 2, 4, 8;
reduced die-back of vestibulospinal but not corticospinal fibres in treatment group at all timepoints as measured by distance to lesion site; 
reduced death of vestibulospinal fibres at early timepoints (weeks 1, 2 and 4) but not later timepoint or in corticospinal fibres",,"treatment with MP induces long-lasting reduction 
in invasion/activation by/of macrophages and spinal tissue loss",,no correlation between ED1-positive cells and tissue loss observed,No,
Louis,Sperling et al.,2019,Galantamine improves functional recovery and reduces lesion size in a rat model of spinal cord injury,10.1016/j.brainres.2019.146424,English,Brazil,excluded,Out of scope,No drug of interest,No drug of interest (galantamine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Park et al.,2020,Gallic acid attenuates blood-spinal cord barrier disruption by inhibiting Jmjd3 expression and activation after spinal cord injury,10.1016/j.nbd.2020.105077,English,South Korea,excluded,Out of scope,No drug of interest,No drug of interest (gallic acid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Ferrero-Gutierrez,2013,New serum-derived albumin scaffold seeded with adipose-derived stem cells and olfactory ensheathing cells used to treat spinal cord injured rats,10.14670/HH-28.89,English,Spain,excluded,Out of scope,No pure effect studied,Albumin (drug of interest) scaffold seeded w/ adipose-derived stem cells and olfactory ensheathing cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Qian et al.,2005,High-dose methylprednisolone may cause myopathy in acute spinal cord injury patients,10.1038/sj.sc.3101681,English,United States,excluded,Out of scope,No assessments of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Zandieh et al.,2003,The effect of ketamine/xylazine anesthesia on sensory and motor evoked potentials in the rat,10.1038/sj.sc.3101400,English,Austria,excluded,Out of scope,No pure effect studied,Drug of interest only in combination w/ other drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,"Li, Tator",1999,"Effects of MK801 on evoked potentials, spinal cord blood flow and cord edema in acute spinal cord injury in rats",10.1038/sj.sc.3100941,English,Canada,excluded,Out of scope,No drug of interest,No drug of interest (MK801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Sun et al.,2012,GELDANAMYCIN ACCELERATED PERIPHERAL NERVE REGENERATION IN COMPARISON TO FK-506 IN VIVO,10.1016/j.neuroscience.2012.07.026,English,United States,excluded,Out of scope,No drug of interest,"No drug of interest (FK-506, Geldanamycin); Non-SCI population (saphenous and/or tibial nerve injuries)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Gonzalez et al.,2001,Glucocorticoid effects on Fos immunoreactivity and NADPH-diaphorase histochemical staining following spinal cord injury,10.1016/S0006-8993(01)02717-2,English,Argentina,excluded,Out of scope,No assessments of interest,no functional/neurological assessment,,,rats,Sprague Dawley,48 - 72,24 - 36,,,24 - 36,,,,all male,male,100,not reported,,,,,,Not reported,250g to 300g,,,250,300,g,,complete transection at T7/T8,T7 - T8,complete,transection,,48 hours,dexamethasone,dexamethasone,,5mg/kg,"group 1: 5 min post-injury
group 2: 5min, 6hrs, 18hrs, 46hrs post-injury",,1 - 4 doses,,not reported,,,,,,,,,,,"histopathology;
immunohistochemistry","NADPH-d stain using nitroblue tetrazolium;
primary Ab for Fos; quantitative image analysis of at least ten random image sections for both (neurons showing NADPH-d stain, Fos-positive nuclei)","i) 2hrs, 4hrs post-injury
ii) 48hrs post-injury",Not reported,mixed effects,"no clear effect in either direction across all time points;
transitory increase in Fos expression in treatment group for laminae I to III but no difference in lamina X;
reduction (but not always statistically significant) in NADPH-d positive neurons in treatment group",,"effect of dexamethasone varies (between positive and negative) depending on region and time post-injury considered, potentially benefitting motor function recovery (hypothetical) but at cost of increased nociception",,,No,
Louis,Matsumoto et al.,2008,Glutamine synthetase protects the spinal cord against hypoxia-induced and GABA<inf>A</inf> receptor-activated axonal depressions,10.1016/j.surneu.2007.07.011,English,"United States, Japan",excluded,Out of scope,No drug of interest,No drug of interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Aceves et al.,2016,Evaluation of the effects of specific opioid receptor agonists in a rodent model of spinal cord injury,10.1038/sc.2016.28,English,United States,included,,,,,,rats,Sprague Dawley,120,8,,,8,,,,all male,male,100,90 to 110 days,,,90,110,Days,,300g to 350g,,,300,350,g,,contusion injury at T12/T13,T12 - T13,moderate,contusion,"Infinite Horizon impactor, impact force 150 kdyne, 1 second dwell time",3 weeks,morphine ([+]-morphine enantiomer),morphine,,0.32micomol,24hrs post-injury,,3 weeks,"days 2 - 7: daily
days 9 - 15: every 2nd day
days 18, 21",intrathecally,drug administration always before functional and neurological assessments,"functional;
neurological","BBB locomotor scale, ladder walk test, beam walk test; thermal sensitivity (tail flick), mechanical sensitivity (von Frey filaments), tactile reactivity (girdle test)",,,"BBB: post-injury but before first drug administration to obtain baseline, days 1 to 7, 9, 11, 13, 15, 18, 21 post-injury; ladder and beam walk: post-injury day 21 post-injury;
neurological: not entirely clear but most likely days 1 and 21 post-injury (before and after drug administration)",,"BBB: yes;
all others: not reported",no effect,"no statistically significant effect on motor score recovery
(negative effect expected) or increased/decreased sensitivity to pain",histopathology,"Luxol fast blue and Cresyl violet stain,
assessment of spared tissue (lesion size, spared white and gray matter)",day 21 post-injury,Yes (investigator delimiting cystic formations and/or areas of dense gliosis),,,"penicillin G potassium (Pfizerpen), 100'000U immediately and on day 2 post-injury",No effect of [+]-morphine on recovery (while potentially a negative effect on motor function recovery was expected).,,,No,
Louis,Aceves et al.,2017,Nor-Binaltorphimine Blocks the Adverse Effects of Morphine after Spinal Cord Injury,10.1089/neu.2016.4601,English,United States,excluded,Out of scope,No pure effect studied,Drug of interest only in combination w/ other drug (nor-Binaltorphimine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Barbeau et al.,1993,Noradrenergic agonists and locomotor training affect locomotor recovery after cord transection in adult cats,10.1016/0361-9230(93)90270-L,English,Canada,excluded,Case report,,Seems like results are reported for single animal,,,cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis,Guizar-Sahagun et al.,2005,"Glutathione monoethyl ester improves functional recovery, enhances neuron survival, and stabilizes spinal cord blood flow after spinal cord injury in rats",10.1016/j.neuroscience.2004.09.056,English,Mexico,included,,,,,,rats,Long Evans,42,14,,,14,,,,all female,female,0,adult (no precise age reported),,,,,,Adult,210g to 240g,,,210,240,g,,"group 1: contusion injury at T9
group 2: compression injury at T9",T9,mixed,multiple,"group 1: NYU weight drop model (10g impactor dropped from 25mm)
group 2: extradural clip (135g force) applied for 5s",8 weeks,"group 1, group 2: methylprednisolone sodium succinate",methylprednisolone sodium succinate,No,30mg/kg,"group 1: 20min, 4hrs, 10hrs, 20hrs post-injury
group 2: 15min post-injury",,"group 1: 4 doses
group 2: 1min (controlled via fluid administration using syringe pump)",,multiple,"group 1: intraperitoneally
group 2: likely intravenously but not clearly described","functional;
physiological","BBB locomotor scale, spinal cord blood flow",,"group 1: BBB locomotor scale
group 2: spinal cord blood flow laser-Doppler flowmetry, relative change to pre-injury baseline assessed (conversion from arbitrary units produced by flowmeter)","group 1: pre-injury, post-injury day 1 then weekly for 8 weeks
group 2: pre-injury, post-injury 10min then every 10min for 100min",,"group 1: Yes
group 2: not reported",mixed effects (assessment),"no effect on locomotor function recovery;
statistically significant improvement in spinal cord blood flow","only group 1: histopathology;
immunohistochemistry","Luxol fast blue, Cresyl violet, FluoroRuby stain (neurons in red nuclei in brain);
primary Ab for GFAP","Luxol fast blue, Cresyl violet, Ab for GFAP: 8 weeks post-injury;
FluoroRuby: 5 days post-injury (not entirely clear)","Luxol fast blue, Cresyl violet, Ab for GFAP: yes;
FluoroRuby: not reported",no effect,"no effect on tissue sparing in regions adjacent to injury site,
no effect on survival of neurons in red nuclei","ciprofloxacine lactate (starting post-surgery, every 12hrs for 7 days, 8mg/kg);
acetaminophen (via drinking water, approx. 64mg/kg/day for 3 weeks post-injury)",(no conclusion specifically for MPSS),,MPSS used as an active control,No,
